platform_number,profile_index,juld,level_index,PRES,TEMP,PSAL,PRES_QC,TEMP_QC,PSAL_QC,PRES_ADJUSTED,TEMP_ADJUSTED,PSAL_ADJUSTED
6903138,81,2025-01-11 02:51:29.999999+00:00,0,3.900000095367432,25.895000457763672,0.1850000023841858,1,1,4,,,
6903138,81,2025-01-11 02:51:29.999999+00:00,1,5.099999904632568,25.89800071716309,0.1860000044107437,1,1,4,,,
6903138,81,2025-01-11 02:51:29.999999+00:00,2,5.900000095367432,25.899999618530277,0.1889999955892563,1,1,4,,,
6903138,81,2025-01-11 02:51:29.999999+00:00,3,6.900000095367432,25.90699958801269,0.1809999942779541,1,1,4,,,
6903138,81,2025-01-11 02:51:29.999999+00:00,4,8.0,25.902999877929688,0.1860000044107437,1,1,4,,,
6903138,81,2025-01-11 02:51:29.999999+00:00,5,9.0,25.900999069213867,0.1860000044107437,1,1,4,,,
6903138,81,2025-01-11 02:51:29.999999+00:00,6,10.100000381469728,25.900999069213867,0.1840000003576278,1,1,4,,,
6903138,81,2025-01-11 02:51:29.999999+00:00,7,11.199999809265137,25.89800071716309,0.1800000071525573,1,1,4,,,
6903138,81,2025-01-11 02:51:29.999999+00:00,8,12.300000190734863,25.899999618530277,0.1850000023841858,1,1,4,,,
6903138,81,2025-01-11 02:51:29.999999+00:00,9,13.5,25.89900016784668,0.1829999983310699,1,1,4,,,
6903138,81,2025-01-11 02:51:29.999999+00:00,10,14.699999809265137,25.90399932861328,0.1829999983310699,1,1,4,,,
6903138,81,2025-01-11 02:51:29.999999+00:00,11,15.800000190734863,25.90699958801269,0.1879999935626983,1,1,4,,,
6903138,81,2025-01-11 02:51:29.999999+00:00,12,17.0,25.9060001373291,0.181999996304512,1,1,4,,,
6903138,81,2025-01-11 02:51:29.999999+00:00,13,18.200000762939453,25.9060001373291,0.1850000023841858,1,1,4,,,
6903138,81,2025-01-11 02:51:29.999999+00:00,14,19.399999618530277,25.9060001373291,0.1840000003576278,1,1,4,,,
6903138,81,2025-01-11 02:51:29.999999+00:00,15,20.600000381469727,25.90699958801269,0.1850000023841858,1,1,4,,,
6903138,81,2025-01-11 02:51:29.999999+00:00,16,21.700000762939453,25.90900039672852,0.1840000003576278,1,1,4,,,
6903138,81,2025-01-11 02:51:29.999999+00:00,17,22.799999237060547,25.90800094604492,0.1829999983310699,1,1,4,,,
6903138,81,2025-01-11 02:51:29.999999+00:00,18,23.899999618530277,25.90800094604492,0.1840000003576278,1,1,4,,,
6903138,81,2025-01-11 02:51:29.999999+00:00,19,24.899999618530277,25.90999984741211,0.1870000064373016,1,1,4,,,
6903138,81,2025-01-11 02:51:29.999999+00:00,20,26.0,25.90800094604492,0.1840000003576278,1,1,4,,,
6903138,81,2025-01-11 02:51:29.999999+00:00,21,26.899999618530277,25.9060001373291,0.1840000003576278,1,1,4,,,
6903138,81,2025-01-11 02:51:29.999999+00:00,22,27.799999237060547,25.9060001373291,0.1860000044107437,1,1,4,,,
6903138,81,2025-01-11 02:51:29.999999+00:00,23,28.899999618530277,25.89800071716309,0.1870000064373016,1,1,4,,,
6903138,81,2025-01-11 02:51:29.999999+00:00,24,30.100000381469727,25.893999099731445,0.1850000023841858,1,1,4,,,
6903138,81,2025-01-11 02:51:29.999999+00:00,25,30.799999237060547,25.89299964904785,0.1840000003576278,1,1,4,,,
6903138,81,2025-01-11 02:51:29.999999+00:00,26,31.799999237060547,25.871999740600582,0.1800000071525573,1,1,4,,,
6903138,81,2025-01-11 02:51:29.999999+00:00,27,32.900001525878906,25.839000701904297,0.1840000003576278,1,1,4,,,
6903138,81,2025-01-11 02:51:29.999999+00:00,28,33.70000076293945,25.76799964904785,0.1790000051259994,1,1,4,,,
6903138,81,2025-01-11 02:51:29.999999+00:00,29,34.599998474121094,25.72900009155273,0.2119999974966049,1,1,4,,,
6903138,81,2025-01-11 02:51:29.999999+00:00,30,35.900001525878906,25.71699905395508,0.209999993443489,1,1,4,,,
6903138,81,2025-01-11 02:51:29.999999+00:00,31,37.29999923706055,25.69499969482422,0.210999995470047,1,1,4,,,
6903138,81,2025-01-11 02:51:29.999999+00:00,32,38.20000076293945,25.67200088500977,0.2000000029802322,1,1,4,,,
6903138,81,2025-01-11 02:51:29.999999+00:00,33,39.20000076293945,25.641000747680664,0.209999993443489,1,1,4,,,
6903138,81,2025-01-11 02:51:29.999999+00:00,34,40.29999923706055,25.573999404907227,0.2090000063180923,1,1,4,,,
6903138,81,2025-01-11 02:51:29.999999+00:00,35,41.400001525878906,25.559999465942383,0.2129999995231628,1,1,4,,,
6903138,81,2025-01-11 02:51:29.999999+00:00,36,42.5,25.53400039672852,0.210999995470047,1,1,4,,,
6903138,81,2025-01-11 02:51:29.999999+00:00,37,43.70000076293945,25.50900077819824,0.209999993443489,1,1,4,,,
6903138,81,2025-01-11 02:51:29.999999+00:00,38,44.900001525878906,25.49099922180176,0.209999993443489,1,1,4,,,
6903138,81,2025-01-11 02:51:29.999999+00:00,39,46.0,25.475000381469727,0.2150000035762787,1,1,4,,,
6903138,81,2025-01-11 02:51:29.999999+00:00,40,47.20000076293945,25.465999603271484,0.2119999974966049,1,1,4,,,
6903138,81,2025-01-11 02:51:29.999999+00:00,41,48.400001525878906,25.465999603271484,0.2119999974966049,1,1,4,,,
6903138,81,2025-01-11 02:51:29.999999+00:00,42,49.59999847412109,25.46299934387207,0.2049999982118606,1,1,4,,,
6903138,81,2025-01-11 02:51:29.999999+00:00,43,50.70000076293945,25.457000732421875,0.2090000063180923,1,1,4,,,
6903138,81,2025-01-11 02:51:29.999999+00:00,44,51.900001525878906,25.452999114990234,0.2000000029802322,1,1,4,,,
6903138,81,2025-01-11 02:51:29.999999+00:00,45,53.0,25.43600082397461,0.1990000009536743,1,1,4,,,
6903138,81,2025-01-11 02:51:29.999999+00:00,46,54.20000076293945,25.434999465942383,0.1949999928474426,1,1,4,,,
6903138,81,2025-01-11 02:51:29.999999+00:00,47,55.29999923706055,25.433000564575195,0.2000000029802322,1,1,4,,,
6903138,81,2025-01-11 02:51:29.999999+00:00,48,56.29999923706055,25.429000854492188,0.1979999989271164,1,1,4,,,
6903138,81,2025-01-11 02:51:29.999999+00:00,49,57.400001525878906,25.416000366210938,0.2049999982118606,1,1,4,,,
6903138,81,2025-01-11 02:51:29.999999+00:00,50,58.400001525878906,25.41399955749512,0.1969999969005584,1,1,4,,,
6903138,81,2025-01-11 02:51:29.999999+00:00,51,59.5,25.41200065612793,0.2220000028610229,1,1,4,,,
6903138,81,2025-01-11 02:51:29.999999+00:00,52,60.900001525878906,25.40900039672852,0.2070000022649765,1,1,4,,,
6903138,81,2025-01-11 02:51:29.999999+00:00,53,62.400001525878906,25.40699958801269,0.2129999995231628,1,1,4,,,
6903138,81,2025-01-11 02:51:29.999999+00:00,54,63.29999923706055,25.405000686645508,0.1959999948740005,1,1,4,,,
6903138,81,2025-01-11 02:51:29.999999+00:00,55,64.19999694824219,25.40399932861328,0.202000007033348,1,1,4,,,
6903138,81,2025-01-11 02:51:29.999999+00:00,56,65.0999984741211,25.399999618530277,0.2010000050067901,1,1,4,,,
6903138,81,2025-01-11 02:51:29.999999+00:00,57,65.9000015258789,25.39900016784668,0.1979999989271164,1,1,4,,,
6903138,81,2025-01-11 02:51:29.999999+00:00,58,67.0,25.30500030517578,0.1889999955892563,1,1,4,,,
6903138,81,2025-01-11 02:51:29.999999+00:00,59,68.30000305175781,24.413000106811523,0.1990000009536743,1,1,4,,,
6903138,81,2025-01-11 02:51:29.999999+00:00,60,69.0999984741211,24.323999404907227,0.1879999935626983,1,1,4,,,
6903138,81,2025-01-11 02:51:29.999999+00:00,61,69.80000305175781,24.19300079345703,0.2000000029802322,1,1,4,,,
6903138,81,2025-01-11 02:51:29.999999+00:00,62,70.80000305175781,23.968000411987305,0.1969999969005584,1,1,4,,,
6903138,81,2025-01-11 02:51:29.999999+00:00,63,72.0,23.170000076293945,0.1949999928474426,1,1,4,,,
6903138,81,2025-01-11 02:51:29.999999+00:00,64,72.9000015258789,22.632999420166016,0.1969999969005584,1,1,4,,,
6903138,81,2025-01-11 02:51:29.999999+00:00,65,73.9000015258789,22.38400077819824,0.1949999928474426,1,1,4,,,
6903138,81,2025-01-11 02:51:29.999999+00:00,66,75.0,22.1200008392334,0.1969999969005584,1,1,4,,,
6903138,81,2025-01-11 02:51:29.999999+00:00,67,75.69999694824219,21.90699958801269,0.1909999996423721,1,1,4,,,
6903138,81,2025-01-11 02:51:29.999999+00:00,68,76.9000015258789,21.73500061035156,0.1969999969005584,1,1,4,,,
6903138,81,2025-01-11 02:51:29.999999+00:00,69,78.0,21.676000595092773,0.1909999996423721,1,1,4,,,
6903138,81,2025-01-11 02:51:29.999999+00:00,70,78.69999694824219,21.57900047302246,0.1930000036954879,1,1,4,,,
6903138,81,2025-01-11 02:51:29.999999+00:00,71,79.9000015258789,21.41200065612793,0.1949999928474426,1,1,4,,,
6903138,81,2025-01-11 02:51:29.999999+00:00,72,81.0999984741211,21.38599967956543,0.1609999984502792,1,1,4,,,
6903138,81,2025-01-11 02:51:29.999999+00:00,73,81.9000015258789,21.34600067138672,0.1959999948740005,1,1,4,,,
6903138,81,2025-01-11 02:51:29.999999+00:00,74,82.69999694824219,21.24399948120117,0.1949999928474426,1,1,4,,,
6903138,81,2025-01-11 02:51:29.999999+00:00,75,84.0,20.958999633789062,0.1959999948740005,1,1,4,,,
6903138,81,2025-01-11 02:51:29.999999+00:00,76,85.30000305175781,20.86000061035156,0.1959999948740005,1,1,4,,,
6903138,81,2025-01-11 02:51:29.999999+00:00,77,86.0999984741211,20.85700035095215,0.1969999969005584,1,1,4,,,
6903138,81,2025-01-11 02:51:29.999999+00:00,78,87.0,20.826000213623047,0.1930000036954879,1,1,4,,,
6903138,81,2025-01-11 02:51:29.999999+00:00,79,87.9000015258789,20.81999969482422,0.1860000044107437,1,1,4,,,
6903138,81,2025-01-11 02:51:29.999999+00:00,80,88.80000305175781,20.73900032043457,0.1909999996423721,1,1,4,,,
6903138,81,2025-01-11 02:51:29.999999+00:00,81,89.80000305175781,20.437000274658203,0.1899999976158142,1,1,4,,,
6903138,81,2025-01-11 02:51:29.999999+00:00,82,90.8000030517578,20.26300048828125,0.1909999996423721,1,1,4,,,
6903138,81,2025-01-11 02:51:29.999999+00:00,83,91.6999969482422,20.225000381469727,0.181999996304512,1,1,4,,,
6903138,81,2025-01-11 02:51:29.999999+00:00,84,92.6999969482422,20.05299949645996,0.1770000010728836,1,1,4,,,
6903138,81,2025-01-11 02:51:29.999999+00:00,85,93.9000015258789,19.78499984741211,0.1850000023841858,1,1,4,,,
6903138,81,2025-01-11 02:51:29.999999+00:00,86,95.0999984741211,19.641000747680664,0.1879999935626983,1,1,4,,,
6903138,81,2025-01-11 02:51:29.999999+00:00,87,96.0,19.614999771118164,0.1809999942779541,1,1,4,,,
6903138,81,2025-01-11 02:51:29.999999+00:00,88,96.8000030517578,19.599000930786133,0.1879999935626983,1,1,4,,,
6903138,81,2025-01-11 02:51:29.999999+00:00,89,97.8000030517578,19.50300025939941,0.1870000064373016,1,1,4,,,
6903138,81,2025-01-11 02:51:29.999999+00:00,90,99.0,19.392000198364254,0.1829999983310699,1,1,4,,,
6903138,81,2025-01-11 02:51:29.999999+00:00,91,99.6999969482422,19.152999877929688,0.1840000003576278,1,1,4,,,
6903138,81,2025-01-11 02:51:29.999999+00:00,92,100.8000030517578,18.988000869750977,0.1850000023841858,1,1,4,,,
6903138,81,2025-01-11 02:51:29.999999+00:00,93,102.0,18.777999877929688,0.1889999955892563,1,1,4,,,
6903138,81,2025-01-11 02:51:29.999999+00:00,94,102.8000030517578,18.64699935913086,0.1879999935626983,1,1,4,,,
6903138,81,2025-01-11 02:51:29.999999+00:00,95,103.9000015258789,18.316999435424805,0.1879999935626983,1,1,4,,,
6903138,81,2025-01-11 02:51:29.999999+00:00,96,105.0999984741211,18.099000930786133,0.1889999955892563,1,1,4,,,
6903138,81,2025-01-11 02:51:29.999999+00:00,97,105.9000015258789,18.003000259399414,0.1850000023841858,1,1,4,,,
6903138,81,2025-01-11 02:51:29.999999+00:00,98,106.6999969482422,17.924999237060547,0.1850000023841858,1,1,4,,,
6903138,81,2025-01-11 02:51:29.999999+00:00,99,108.0,17.79800033569336,0.1790000051259994,1,1,4,,,
6903138,81,2025-01-11 02:51:29.999999+00:00,100,109.1999969482422,17.582000732421875,0.1879999935626983,1,1,4,,,
6903138,81,2025-01-11 02:51:29.999999+00:00,101,110.0999984741211,17.541000366210938,0.1879999935626983,1,1,4,,,
6903138,81,2025-01-11 02:51:29.999999+00:00,102,111.0,17.55500030517578,0.1879999935626983,1,1,4,,,
6903138,81,2025-01-11 02:51:29.999999+00:00,103,111.9000015258789,17.422000885009766,0.1889999955892563,1,1,4,,,
6903138,81,2025-01-11 02:51:29.999999+00:00,104,112.8000030517578,17.389999389648438,0.19200000166893,1,1,4,,,
6903138,81,2025-01-11 02:51:29.999999+00:00,105,113.6999969482422,17.340999603271484,0.1850000023841858,1,1,4,,,
6903138,81,2025-01-11 02:51:29.999999+00:00,106,114.5999984741211,17.260000228881836,0.1850000023841858,1,1,4,,,
6903138,81,2025-01-11 02:51:29.999999+00:00,107,115.5,17.195999145507812,0.1860000044107437,1,1,4,,,
6903138,81,2025-01-11 02:51:29.999999+00:00,108,116.9000015258789,17.195999145507812,0.1870000064373016,1,1,4,,,
6903138,81,2025-01-11 02:51:29.999999+00:00,109,118.4000015258789,17.16699981689453,0.1889999955892563,1,1,4,,,
6903138,81,2025-01-11 02:51:29.999999+00:00,110,119.3000030517578,17.152999877929688,0.1870000064373016,1,1,4,,,
6903138,81,2025-01-11 02:51:29.999999+00:00,111,120.3000030517578,17.114999771118164,0.1889999955892563,1,1,4,,,
6903138,81,2025-01-11 02:51:29.999999+00:00,112,121.3000030517578,17.042999267578125,0.1829999983310699,1,1,4,,,
6903138,81,2025-01-11 02:51:29.999999+00:00,113,122.3000030517578,16.91200065612793,0.1860000044107437,1,1,4,,,
6903138,81,2025-01-11 02:51:29.999999+00:00,114,123.3000030517578,16.75,0.1899999976158142,1,1,4,,,
6903138,81,2025-01-11 02:51:29.999999+00:00,115,124.3000030517578,16.638999938964844,0.1930000036954879,1,1,4,,,
6903138,81,2025-01-11 02:51:29.999999+00:00,116,125.4000015258789,16.617000579833984,0.1899999976158142,1,1,4,,,
6903138,81,2025-01-11 02:51:29.999999+00:00,117,126.4000015258789,16.586000442504883,0.1949999928474426,1,1,4,,,
6903138,81,2025-01-11 02:51:29.999999+00:00,118,127.5,16.545000076293945,0.1930000036954879,1,1,4,,,
6903138,81,2025-01-11 02:51:29.999999+00:00,119,128.60000610351562,16.535999298095703,0.1899999976158142,1,1,4,,,
6903138,81,2025-01-11 02:51:29.999999+00:00,120,129.6999969482422,16.533000946044922,0.1860000044107437,1,1,4,,,
6903138,81,2025-01-11 02:51:29.999999+00:00,121,130.6999969482422,16.503999710083008,0.1829999983310699,1,1,4,,,
6903138,81,2025-01-11 02:51:29.999999+00:00,122,131.8000030517578,16.44700050354004,0.1870000064373016,1,1,4,,,
6903138,81,2025-01-11 02:51:29.999999+00:00,123,132.89999389648438,16.329999923706055,0.1539999991655349,1,1,4,,,
6903138,81,2025-01-11 02:51:29.999999+00:00,124,134.0,16.268999099731445,0.1829999983310699,1,1,4,,,
6903138,81,2025-01-11 02:51:29.999999+00:00,125,135.1999969482422,16.166000366210938,0.181999996304512,1,1,4,,,
6903138,81,2025-01-11 02:51:29.999999+00:00,126,136.3000030517578,16.08799934387207,0.1720000058412552,1,1,4,,,
6903138,81,2025-01-11 02:51:29.999999+00:00,127,137.39999389648438,16.06399917602539,0.1689999997615814,1,1,4,,,
6903138,81,2025-01-11 02:51:29.999999+00:00,128,138.5,15.961999893188477,0.1720000058412552,1,1,4,,,
6903138,81,2025-01-11 02:51:29.999999+00:00,129,139.60000610351562,15.838000297546388,0.1770000010728836,1,1,4,,,
6903138,81,2025-01-11 02:51:29.999999+00:00,130,140.6999969482422,15.805999755859377,0.1790000051259994,1,1,4,,,
6903138,81,2025-01-11 02:51:29.999999+00:00,131,141.6999969482422,15.781000137329102,0.1729999929666519,1,1,4,,,
6903138,81,2025-01-11 02:51:29.999999+00:00,132,142.8000030517578,15.751999855041504,0.1739999949932098,1,1,4,,,
6903138,81,2025-01-11 02:51:29.999999+00:00,133,143.89999389648438,15.720000267028809,0.1860000044107437,1,1,4,,,
6903138,81,2025-01-11 02:51:29.999999+00:00,134,145.0,15.680999755859377,0.1809999942779541,1,1,4,,,
6903138,81,2025-01-11 02:51:29.999999+00:00,135,146.10000610351562,15.64799976348877,0.2000000029802322,1,1,4,,,
6903138,81,2025-01-11 02:51:29.999999+00:00,136,147.3000030517578,15.586999893188477,0.1940000057220459,1,1,4,,,
6903138,81,2025-01-11 02:51:29.999999+00:00,137,148.39999389648438,15.5649995803833,0.2039999961853027,1,1,4,,,
6903138,81,2025-01-11 02:51:29.999999+00:00,138,149.5,15.562999725341797,0.2230000048875808,1,1,4,,,
