platform_number,profile_index,juld,level_index,PRES,TEMP,PSAL,PRES_QC,TEMP_QC,PSAL_QC,PRES_ADJUSTED,TEMP_ADJUSTED,PSAL_ADJUSTED
1902334,20,2025-01-19 18:38:21+00:00,0,2.900000095367432,28.96299934387207,35.22999954223633,1,1,1,2.880000114440918,28.96299934387207,35.22999954223633
1902334,20,2025-01-19 18:38:21+00:00,1,4.0,28.96999931335449,35.229000091552734,1,1,1,3.9800000190734863,28.96999931335449,35.229000091552734
1902334,20,2025-01-19 18:38:21+00:00,2,6.0,28.96500015258789,35.229000091552734,1,1,1,5.980000019073486,28.96500015258789,35.229000091552734
1902334,20,2025-01-19 18:38:21+00:00,3,8.0,28.958999633789062,35.229000091552734,1,1,1,7.980000019073486,28.958999633789062,35.229000091552734
1902334,20,2025-01-19 18:38:21+00:00,4,10.0,28.95400047302246,35.22800064086914,1,1,1,9.979999542236328,28.95400047302246,35.22800064086914
1902334,20,2025-01-19 18:38:21+00:00,5,12.0,28.9060001373291,35.22999954223633,1,1,1,11.979999542236328,28.9060001373291,35.22999954223633
1902334,20,2025-01-19 18:38:21+00:00,6,14.0,28.857999801635746,35.229000091552734,1,1,1,13.979999542236328,28.857999801635746,35.229000091552734
1902334,20,2025-01-19 18:38:21+00:00,7,16.0,28.851999282836918,35.22999954223633,1,1,1,15.979999542236328,28.851999282836918,35.22999954223633
1902334,20,2025-01-19 18:38:21+00:00,8,18.0,28.83699989318848,35.22999954223633,1,1,1,17.979999542236328,28.83699989318848,35.22999954223633
1902334,20,2025-01-19 18:38:21+00:00,9,20.0,28.82900047302246,35.22999954223633,1,1,1,19.979999542236328,28.82900047302246,35.22999954223633
1902334,20,2025-01-19 18:38:21+00:00,10,22.0,28.82200050354004,35.229000091552734,1,1,1,21.979999542236328,28.82200050354004,35.229000091552734
1902334,20,2025-01-19 18:38:21+00:00,11,24.0,28.816999435424805,35.22999954223633,1,1,1,23.979999542236328,28.816999435424805,35.22999954223633
1902334,20,2025-01-19 18:38:21+00:00,12,26.0,28.81100082397461,35.22999954223633,1,1,1,25.979999542236328,28.81100082397461,35.22999954223633
1902334,20,2025-01-19 18:38:21+00:00,13,28.0,28.80599975585937,35.22999954223633,1,1,1,27.979999542236328,28.80599975585937,35.22999954223633
1902334,20,2025-01-19 18:38:21+00:00,14,30.0,28.79599952697754,35.229000091552734,1,1,1,29.979999542236328,28.79599952697754,35.229000091552734
1902334,20,2025-01-19 18:38:21+00:00,15,32.0,28.767000198364254,35.229000091552734,1,1,1,31.979999542236328,28.767000198364254,35.229000091552734
1902334,20,2025-01-19 18:38:21+00:00,16,34.0,28.71999931335449,35.22800064086914,1,1,1,33.97999954223633,28.71999931335449,35.22800064086914
1902334,20,2025-01-19 18:38:21+00:00,17,36.0,28.43600082397461,35.22100067138672,1,1,1,35.97999954223633,28.43600082397461,35.22100067138672
1902334,20,2025-01-19 18:38:21+00:00,18,38.0,27.996999740600582,35.16699981689453,1,1,1,37.97999954223633,27.996999740600582,35.16699981689453
1902334,20,2025-01-19 18:38:21+00:00,19,40.0,27.57099914550781,35.11000061035156,1,1,1,39.97999954223633,27.57099914550781,35.11000061035156
1902334,20,2025-01-19 18:38:21+00:00,20,42.0,27.28700065612793,35.09400177001953,1,1,1,41.97999954223633,27.28700065612793,35.09400177001953
1902334,20,2025-01-19 18:38:21+00:00,21,44.0,27.02400016784668,35.06800079345703,1,1,1,43.97999954223633,27.02400016784668,35.06800079345703
1902334,20,2025-01-19 18:38:21+00:00,22,46.0,26.95400047302246,35.07099914550781,1,1,1,45.97999954223633,26.95400047302246,35.07099914550781
1902334,20,2025-01-19 18:38:21+00:00,23,48.0,26.617000579833984,35.016998291015625,1,1,1,47.97999954223633,26.617000579833984,35.016998291015625
1902334,20,2025-01-19 18:38:21+00:00,24,50.0,26.25300025939941,34.97600173950195,1,1,1,49.97999954223633,26.25300025939941,34.97600173950195
1902334,20,2025-01-19 18:38:21+00:00,25,52.0,26.04400062561035,34.987998962402344,1,1,1,51.97999954223633,26.04400062561035,34.987998962402344
1902334,20,2025-01-19 18:38:21+00:00,26,54.0,25.709999084472656,34.99300003051758,1,1,1,53.97999954223633,25.709999084472656,34.99300003051758
1902334,20,2025-01-19 18:38:21+00:00,27,56.0,25.60099983215332,34.98699951171875,1,1,1,55.97999954223633,25.60099983215332,34.98699951171875
1902334,20,2025-01-19 18:38:21+00:00,28,58.0,25.47100067138672,34.97999954223633,1,1,1,57.97999954223633,25.47100067138672,34.97999954223633
1902334,20,2025-01-19 18:38:21+00:00,29,60.0,25.410999298095703,34.98099899291992,1,1,1,59.97999954223633,25.410999298095703,34.98099899291992
1902334,20,2025-01-19 18:38:21+00:00,30,62.0,25.39900016784668,34.987998962402344,1,1,1,61.97999954223633,25.39900016784668,34.987998962402344
1902334,20,2025-01-19 18:38:21+00:00,31,64.0,25.326000213623047,35.0,1,1,1,63.97999954223633,25.326000213623047,35.0
1902334,20,2025-01-19 18:38:21+00:00,32,66.0,25.253999710083008,35.02899932861328,1,1,1,65.9800033569336,25.253999710083008,35.02899932861328
1902334,20,2025-01-19 18:38:21+00:00,33,68.0,25.201000213623047,35.0369987487793,1,1,1,67.9800033569336,25.201000213623047,35.0369987487793
1902334,20,2025-01-19 18:38:21+00:00,34,70.0,25.14800071716309,35.04899978637695,1,1,1,69.9800033569336,25.14800071716309,35.04899978637695
1902334,20,2025-01-19 18:38:21+00:00,35,72.0,25.048999786376957,35.05699920654297,1,1,1,71.9800033569336,25.048999786376957,35.05699920654297
1902334,20,2025-01-19 18:38:21+00:00,36,74.0,24.972999572753903,35.06399917602539,1,1,1,73.9800033569336,24.972999572753903,35.06399917602539
1902334,20,2025-01-19 18:38:21+00:00,37,76.0,24.895000457763672,35.06999969482422,1,1,1,75.9800033569336,24.895000457763672,35.06999969482422
1902334,20,2025-01-19 18:38:21+00:00,38,78.0,24.8439998626709,35.07099914550781,1,1,1,77.9800033569336,24.8439998626709,35.07099914550781
1902334,20,2025-01-19 18:38:21+00:00,39,80.0,24.819000244140625,35.07400131225586,1,1,1,79.9800033569336,24.819000244140625,35.07400131225586
1902334,20,2025-01-19 18:38:21+00:00,40,82.0,24.701000213623047,35.08100128173828,1,1,1,81.9800033569336,24.701000213623047,35.08100128173828
1902334,20,2025-01-19 18:38:21+00:00,41,84.0,24.652000427246094,35.084999084472656,1,1,1,83.9800033569336,24.652000427246094,35.084999084472656
1902334,20,2025-01-19 18:38:21+00:00,42,86.0,24.649999618530277,35.08599853515625,1,1,1,85.9800033569336,24.649999618530277,35.08599853515625
1902334,20,2025-01-19 18:38:21+00:00,43,88.0,24.59600067138672,35.10300064086914,1,1,1,87.9800033569336,24.59600067138672,35.10300064086914
1902334,20,2025-01-19 18:38:21+00:00,44,90.0,24.57200050354004,35.0989990234375,1,1,1,89.9800033569336,24.57200050354004,35.0989990234375
1902334,20,2025-01-19 18:38:21+00:00,45,92.0,24.520000457763672,35.10699844360352,1,1,1,91.9800033569336,24.520000457763672,35.10699844360352
1902334,20,2025-01-19 18:38:21+00:00,46,94.0,24.511999130249023,35.13199996948242,1,1,1,93.9800033569336,24.511999130249023,35.13199996948242
1902334,20,2025-01-19 18:38:21+00:00,47,96.0,24.506999969482425,35.15800094604492,1,1,1,95.9800033569336,24.506999969482425,35.15800094604492
1902334,20,2025-01-19 18:38:21+00:00,48,98.0,24.499000549316406,35.165000915527344,1,1,1,97.9800033569336,24.499000549316406,35.165000915527344
1902334,20,2025-01-19 18:38:21+00:00,49,100.0,24.496000289916992,35.17300033569336,1,1,1,99.9800033569336,24.496000289916992,35.17300033569336
1902334,20,2025-01-19 18:38:21+00:00,50,102.0,24.48500061035156,35.17499923706055,1,1,1,101.9800033569336,24.48500061035156,35.17499923706055
1902334,20,2025-01-19 18:38:21+00:00,51,104.0,24.4689998626709,35.18399810791016,1,1,1,103.9800033569336,24.4689998626709,35.18399810791016
1902334,20,2025-01-19 18:38:21+00:00,52,106.0,24.465999603271484,35.19599914550781,1,1,1,105.9800033569336,24.465999603271484,35.19599914550781
1902334,20,2025-01-19 18:38:21+00:00,53,108.0,24.426000595092773,35.19499969482422,1,1,1,107.9800033569336,24.426000595092773,35.19499969482422
1902334,20,2025-01-19 18:38:21+00:00,54,110.0,24.40999984741211,35.19499969482422,1,1,1,109.9800033569336,24.40999984741211,35.19499969482422
1902334,20,2025-01-19 18:38:21+00:00,55,112.0,24.36199951171875,35.198001861572266,1,1,1,111.9800033569336,24.36199951171875,35.198001861572266
1902334,20,2025-01-19 18:38:21+00:00,56,114.0,24.29700088500977,35.20899963378906,1,1,1,113.9800033569336,24.29700088500977,35.20899963378906
1902334,20,2025-01-19 18:38:21+00:00,57,116.0,24.266000747680664,35.22100067138672,1,1,1,115.9800033569336,24.266000747680664,35.22100067138672
1902334,20,2025-01-19 18:38:21+00:00,58,118.0,24.24399948120117,35.23099899291992,1,1,1,117.9800033569336,24.24399948120117,35.23099899291992
1902334,20,2025-01-19 18:38:21+00:00,59,120.0,24.18600082397461,35.23699951171875,1,1,1,119.9800033569336,24.18600082397461,35.23699951171875
1902334,20,2025-01-19 18:38:21+00:00,60,122.0,24.149999618530277,35.237998962402344,1,1,1,121.9800033569336,24.149999618530277,35.237998962402344
1902334,20,2025-01-19 18:38:21+00:00,61,124.0,24.100000381469727,35.2400016784668,1,1,1,123.9800033569336,24.100000381469727,35.2400016784668
1902334,20,2025-01-19 18:38:21+00:00,62,126.0,24.01000022888184,35.242000579833984,1,1,1,125.9800033569336,24.01000022888184,35.242000579833984
1902334,20,2025-01-19 18:38:21+00:00,63,128.0,23.951000213623047,35.24300003051758,1,1,1,127.9800033569336,23.951000213623047,35.24300003051758
1902334,20,2025-01-19 18:38:21+00:00,64,130.0,23.88400077819824,35.24399948120117,1,1,1,129.97999572753906,23.88400077819824,35.24399948120117
1902334,20,2025-01-19 18:38:21+00:00,65,132.0,23.80299949645996,35.25,1,1,1,131.97999572753906,23.80299949645996,35.25
1902334,20,2025-01-19 18:38:21+00:00,66,134.0,23.715999603271484,35.25199890136719,1,1,1,133.97999572753906,23.715999603271484,35.25199890136719
1902334,20,2025-01-19 18:38:21+00:00,67,136.0,23.645999908447266,35.25699996948242,1,1,1,135.97999572753906,23.645999908447266,35.25699996948242
1902334,20,2025-01-19 18:38:21+00:00,68,138.0,23.60099983215332,35.27299880981445,1,1,1,137.97999572753906,23.60099983215332,35.27299880981445
1902334,20,2025-01-19 18:38:21+00:00,69,140.0,23.57099914550781,35.2760009765625,1,1,1,139.97999572753906,23.57099914550781,35.2760009765625
1902334,20,2025-01-19 18:38:21+00:00,70,142.0,23.483999252319336,35.275001525878906,1,1,1,141.97999572753906,23.483999252319336,35.275001525878906
1902334,20,2025-01-19 18:38:21+00:00,71,144.0,23.402000427246094,35.275001525878906,1,1,1,143.97999572753906,23.402000427246094,35.275001525878906
1902334,20,2025-01-19 18:38:21+00:00,72,146.0,23.332000732421875,35.27899932861328,1,1,1,145.97999572753906,23.332000732421875,35.27899932861328
1902334,20,2025-01-19 18:38:21+00:00,73,148.0,23.25300025939941,35.28799819946289,1,1,1,147.97999572753906,23.25300025939941,35.28799819946289
1902334,20,2025-01-19 18:38:21+00:00,74,150.0,23.18600082397461,35.29399871826172,1,1,1,149.97999572753906,23.18600082397461,35.29399871826172
1902334,20,2025-01-19 18:38:21+00:00,75,152.0,23.131999969482425,35.301998138427734,1,1,1,151.97999572753906,23.131999969482425,35.301998138427734
1902334,20,2025-01-19 18:38:21+00:00,76,154.0,23.07999992370605,35.30799865722656,1,1,1,153.97999572753906,23.07999992370605,35.30799865722656
1902334,20,2025-01-19 18:38:21+00:00,77,156.0,23.059999465942383,35.30799865722656,1,1,1,155.97999572753906,23.059999465942383,35.30799865722656
1902334,20,2025-01-19 18:38:21+00:00,78,158.0,23.027000427246094,35.31100082397461,1,1,1,157.97999572753906,23.027000427246094,35.31100082397461
1902334,20,2025-01-19 18:38:21+00:00,79,160.0,22.95800018310547,35.31999969482422,1,1,1,159.97999572753906,22.95800018310547,35.31999969482422
1902334,20,2025-01-19 18:38:21+00:00,80,162.0,22.88599967956543,35.323001861572266,1,1,1,161.97999572753906,22.88599967956543,35.323001861572266
